name,lat,lng,type,region,base_lake
Bereki Horgásztavak,47.5532288,17.0169875,Water,Austria_Hungary,Neusiedler See
Weekend Horgásztó,47.6355546,17.0172083,Water,Austria_Hungary,Neusiedler See
Hegykői tó,47.6251923,16.8145391,Lake,Austria_Hungary,Neusiedler See
Átjáró-tó,47.6729772,16.716637,Water,Austria_Hungary,Neusiedler See
Hidegségi-tó,47.6736923,16.7310401,Water,Austria_Hungary,Neusiedler See
Óberlakni-tó,47.6743534,16.6966188,Water,Austria_Hungary,Neusiedler See
Bozi-tó,47.6643216,16.7145073,Water,Austria_Hungary,Neusiedler See
Kis-tó,47.6622847,16.7725924,Water,Austria_Hungary,Neusiedler See
bányató,47.6018436,16.9502069,Lake,Austria_Hungary,Neusiedler See
Fischteich,47.8124821,16.5472218,Water,Austria_Hungary,Neusiedler See
Botankerti-tó,47.6803087,16.5734413,Water,Austria_Hungary,Neusiedler See
Fuhrmann-Weiher,47.8735065,16.874136,Water,Austria_Hungary,Neusiedler See
Historic Well of Loipersbach,47.694659,16.4721545,Reservoir,Austria_Hungary,Neusiedler See
Laposréti-tó,47.603383,16.6729136,Lake,Austria_Hungary,Neusiedler See
Muzsaji horgásztó,47.5666253,16.8338972,Lake,Austria_Hungary,Neusiedler See
Belső tó,47.5962789,16.897365,Lake,Austria_Hungary,Neusiedler See
Arborétumi tó,47.5921778,16.8908717,Lake,Austria_Hungary,Neusiedler See
Tündér-tó,47.5627814,16.7660379,Lake,Austria_Hungary,Neusiedler See
Weekend Horgásztó,47.6363966,17.0174405,Water,Austria_Hungary,Neusiedler See
Zwillingslacke,47.8069663,16.8001021,Water,Austria_Hungary,Neusiedler See
Neusiedler See / Fertő,47.8007633,16.7748926,Lake,Austria_Hungary,Neusiedler See
Angelteich Oggau,47.8360495,16.6747491,Water,Austria_Hungary,Neusiedler See
Hochwasserrückhaltebecken Nodbach Zagersdorf,47.7597404,16.5095015,Water,Austria_Hungary,Neusiedler See
Schönungsteich,47.9031056,16.7031669,Water,Austria_Hungary,Neusiedler See
St. Margarethener Teich,47.8008049,16.6207831,Water,Austria_Hungary,Neusiedler See
Rückhalte Biotop,47.7126614,16.4930018,Water,Austria_Hungary,Neusiedler See
Víztisztító állomás,47.6424153,16.6641717,Reservoir,Austria_Hungary,Neusiedler See
Morast-Laken,47.7986968,16.8619999,Lake,Austria_Hungary,Neusiedler See
Pusztasee,47.7759813,17.0121959,Water,Austria_Hungary,Neusiedler See
шұңқыр,46.8215796,74.8394086,Reservoir,Kazakhstan,Lake Balkhash
қалдықтар,46.8333013,74.8931245,Reservoir,Kazakhstan,Lake Balkhash
Балқаш көлі,45.9266133,76.3252053,Lake,Kazakhstan,Lake Balkhash
برکه گلمرز,37.6027116,45.1208532,Lake,Iran,Lake Urmia
دریاچه ارومیه,37.6876314,45.4294392,Lake,Iran,Lake Urmia
מאגר נוב,32.8177705,35.7862997,Reservoir,Israel,Sea of Galilee
מאגר בני ישראל,32.8544015,35.7915828,Reservoir,Israel,Sea of Galilee
מאגר בזלת,32.917875,35.77825,Water,Israel,Sea of Galilee
בריכת המשושים,32.938892,35.6652162,Water,Israel,Sea of Galilee
מאגר יקוצה,32.761773,35.7374649,Water,Israel,Sea of Galilee
מאגר חד נס,32.9685149,35.6367173,Reservoir,Israel,Sea of Galilee
מאגר צלמון,32.8511446,35.4116795,Reservoir,Israel,Sea of Galilee
بركة العرائس,32.7038225,35.6972464,Water,Israel,Sea of Galilee
עין אניעם,32.9666376,35.7501254,Water,Israel,Sea of Galilee
בריכת זוויתן עליון,32.9657793,35.694418,Water,Israel,Sea of Galilee
בריכת זוויתן עליון,32.9661516,35.6949449,Water,Israel,Sea of Galilee
בריכת דיר חנא,32.8699266,35.3624102,Water,Israel,Sea of Galilee
מאגר השניים,32.6139491,35.4523262,Reservoir,Israel,Sea of Galilee
ברכת משכנה,32.7811158,35.4073785,Lake,Israel,Sea of Galilee
אגם מעלה השחר,32.8903051,35.6610323,Reservoir,Israel,Sea of Galilee
ימת הכנרת,32.8009768,35.5829988,Lake,Israel,Sea of Galilee
מאגר דליות,32.8990019,35.780915,Water,Israel,Sea of Galilee
Arin Gölü,38.8110489,42.9859529,Water,Turkey,Lake Van
Van Gölü,38.6562805,42.9732612,Lake,Turkey,Lake Van
沙岛湖,36.8884317,100.5181695,Water,China,Qinghai Lake
青海湖 མཚོ་སྔོན་པོ།,36.892758,100.1904443,Lake,China,Qinghai Lake
坪桥湖,29.056785,113.0591765,Water,China,Dongting Lake
白洋水库,29.1505849,113.1247651,Reservoir,China,Dongting Lake
东风水库,28.9536906,113.0948519,Reservoir,China,Dongting Lake
荷莲港水库,28.9600977,113.2300336,Reservoir,China,Dongting Lake
界碑水库,28.9761068,113.2483431,Reservoir,China,Dongting Lake
许杨水库,28.9551797,113.1724503,Reservoir,China,Dongting Lake
一片红水库,28.9241268,113.2179201,Water,China,Dongting Lake
九华水库（向阳花水库）,28.9139954,113.1564824,Reservoir,China,Dongting Lake
南林水库,28.933065,113.0399177,Reservoir,China,Dongting Lake
三垅水库,28.9531624,113.1899987,Reservoir,China,Dongting Lake
南河坝,28.9531853,113.0031422,Lake,China,Dongting Lake
北河坝,28.9640653,113.0075504,Lake,China,Dongting Lake
北河坝,28.9641204,113.0029974,Lake,China,Dongting Lake
北河坝,28.9632569,112.9973647,Lake,China,Dongting Lake
白塘湖,28.9597178,112.9906055,Lake,China,Dongting Lake
新塘湖,28.9873761,112.9779509,Lake,China,Dongting Lake
洞庭湖,29.0708528,112.4728997,Lake,China,Dongting Lake
坪桥湖,29.0659282,113.0698947,Lake,China,Dongting Lake
九雁水库,28.7932231,113.0277648,Reservoir,China,Dongting Lake
关山冲水库,28.9101444,113.1993672,Reservoir,China,Dongting Lake
红旗水库,28.8073284,113.0539204,Reservoir,China,Dongting Lake
漉湖,29.0877117,112.7344794,Lake,China,Dongting Lake
友谊河,28.8047309,113.0797898,Water,China,Dongting Lake
草尾河,28.9778098,112.6463006,Water,China,Dongting Lake
汨罗江,28.9017213,113.1369893,Water,China,Dongting Lake
上池湖,28.9198606,115.9690257,Water,China,Poyang Lake
大沙坊湖,28.9417159,116.2419898,Water,China,Poyang Lake
斜塘池,29.0610699,115.9602395,Water,China,Poyang Lake
凤尾池（防修塘）,28.890824,116.3228444,Water,China,Poyang Lake
凤眼,28.8937136,116.3298717,Water,China,Poyang Lake
钟山湖,28.8932358,116.3262657,Water,China,Poyang Lake
鹭池,28.8938035,116.3255351,Water,China,Poyang Lake
毫湖子河,28.8708532,116.1051829,Water,China,Poyang Lake
毫湖子河,28.8526281,116.1057848,Water,China,Poyang Lake
双坽湖,28.9106715,116.2025159,Water,China,Poyang Lake
黄东湖,28.9026178,116.1721962,Water,China,Poyang Lake
下深湖,28.9497805,116.3286495,Water,China,Poyang Lake
南深湖,28.9340061,116.3370287,Water,China,Poyang Lake
上深湖,28.9329369,116.322577,Water,China,Poyang Lake
常湖,28.9282794,116.2925148,Water,China,Poyang Lake
大小车方湖,28.9141369,116.2711107,Water,China,Poyang Lake
下北甲湖,28.9824461,116.3419747,Water,China,Poyang Lake
上北甲湖,28.9626603,116.3162684,Water,China,Poyang Lake
东湖,28.9678961,116.3895463,Water,China,Poyang Lake
朱湖,28.9648948,116.3438737,Water,China,Poyang Lake
象山水库（象湖）,28.9608825,115.974,Water,China,Poyang Lake
凤鸣湖,28.8928331,116.3242982,Water,China,Poyang Lake
大塘湖,29.0748913,116.0406133,Water,China,Poyang Lake
喜鹊湖,29.0262434,116.1315494,Water,China,Poyang Lake
牛茂墩塘,29.2047184,116.078187,Water,China,Poyang Lake
胭脂湖,29.0999614,115.9805458,Water,China,Poyang Lake
鄱阳湖,29.0747721,116.304625,Lake,China,Poyang Lake
东风水库,28.8357906,116.4818628,Reservoir,China,Poyang Lake
象山水库（象湖）,28.9569576,115.9740027,Water,China,Poyang Lake
三洞湖,28.7872017,116.0932225,Water,China,Poyang Lake
东沙湖,28.897154,116.2268007,Water,China,Poyang Lake
月湾水库,31.4218222,120.1092034,Reservoir,China,Taihu Lake
盛家漾,31.0713806,119.9353638,Lake,China,Taihu Lake
泮池,31.2683701,119.8612423,Water,China,Taihu Lake
太湖,31.2380931,120.2669809,Lake,China,Taihu Lake
长兴港,31.0083253,119.8777501,Water,China,Taihu Lake
西穆坞水库,30.2367627,120.0645943,Reservoir,China,West Lake
放生池,30.2323127,120.144172,Water,China,West Lake
大洋坞水库,30.1794167,120.0017804,Reservoir,China,West Lake
光明寺水库,30.1793708,120.0255138,Reservoir,China,West Lake
湘浦观鱼,30.1566588,120.2350795,Water,China,West Lake
乌龟潭,30.2340105,120.1283633,Water,China,West Lake
九溪烟树,30.2050487,120.1085157,Water,China,West Lake
闲湖,30.2314736,119.9855385,Lake,China,West Lake
碧龙潭水库,30.1966829,120.0686774,Reservoir,China,West Lake
游泳池,30.290756,120.1118435,Water,China,West Lake
京杭运河三堡段（南）,30.2715712,120.2159973,Water,China,West Lake
月雅湖,30.3128976,120.3396467,Water,China,West Lake
日月湖,30.3229524,120.3577526,Water,China,West Lake
珊瑚沙水库,30.1800151,120.1093779,Reservoir,China,West Lake
龙尾巴山塘,30.1679532,120.0233685,Reservoir,China,West Lake
大湖,30.3537502,119.9857721,Lake,China,West Lake
感恩湖,30.172898,120.1812186,Lake,China,West Lake
京杭运河三堡段（北）,30.2694037,120.2183745,Water,China,West Lake
丁山湖,30.4497957,120.189984,Lake,China,West Lake
学涯湖,30.3230607,120.3928783,Lake,China,West Lake
江南实验学校门口喷泉,30.2016683,120.2077604,Water,China,West Lake
翔园池塘,30.2946032,120.1600475,Water,China,West Lake
官塘漾,30.4482031,120.1182446,Lake,China,West Lake
陈家塘,30.4536815,120.1119173,Water,China,West Lake
善湖,30.3147763,120.3667929,Lake,China,West Lake
半月池,30.2294743,120.1564689,Water,China,West Lake
虎山水库,30.3623215,120.1975471,Reservoir,China,West Lake
碧湖,30.310592,120.38516,Lake,China,West Lake
墨湖,30.3122356,120.3840144,Lake,China,West Lake
彩虹河,30.3641245,120.1130237,Water,China,West Lake
天圆地方,30.2029931,120.2079185,Water,China,West Lake
丰收湖,30.3319682,120.2771336,Lake,China,West Lake
静思湖,30.2237289,120.0340239,Water,China,West Lake
静思湖,30.2245505,120.0332758,Water,China,West Lake
小冰岛,30.1364528,120.0614455,Lake,China,West Lake
东关荷塘,30.2642861,120.0446086,Water,China,West Lake
勃兰湾山塘,30.163172,120.0328516,Reservoir,China,West Lake
断桥荷塘,30.2614913,120.1467928,Water,China,West Lake
印泉,30.2529378,120.135252,Water,China,West Lake
银湖,30.1439605,119.9800814,Lake,China,West Lake
茭河池,30.1663668,120.2666945,Water,China,West Lake
原杭师大文一校区内池塘,30.292859,120.126357,Water,China,West Lake
玉湖,30.3591603,120.1056942,Lake,China,West Lake
浴鹄湾,30.2300199,120.1317203,Water,China,West Lake
西湖,30.2459787,120.1384499,Lake,China,West Lake
华家池,30.2721508,120.1899588,Water,China,West Lake
启真湖,30.303712,120.0824442,Lake,China,West Lake
金沙湖,30.3095263,120.3134923,Lake,China,West Lake
湘湖,30.136543,120.2106218,Lake,China,West Lake
白马湖,30.1630775,120.2053843,Lake,China,West Lake
三白潭,30.4720299,120.1149611,Lake,China,West Lake
龙船漾,30.4561065,120.1772229,Lake,China,West Lake
北塔漾,30.442706,120.1650609,Lake,China,West Lake
南湖,30.2607895,119.9195689,Lake,China,West Lake
西密湖,30.2197951,120.0186028,Water,China,West Lake
幸福河,30.3330759,120.3132025,Water,China,West Lake
铜鉴湖,30.1237475,120.0554358,Lake,China,West Lake
闲林水库,30.1942078,119.9627772,Reservoir,China,West Lake
神田溜(豊島池),35.3573519,136.3059612,Reservoir,Japan,Lake Biwa
米川,35.3765084,136.2670037,Water,Japan,Lake Biwa
天野川,35.3302712,136.2733635,Water,Japan,Lake Biwa
姉川,35.3944874,136.2226291,Water,Japan,Lake Biwa
彦根城中堀,35.2768785,136.2555442,Water,Japan,Lake Biwa
彦根城内堀,35.2780457,136.2523125,Water,Japan,Lake Biwa
旧彦根港湾,35.2799962,136.2523489,Water,Japan,Lake Biwa
近江舞子内湖,35.2304721,135.9607672,Water,Japan,Lake Biwa
余呉湖,35.5227583,136.1946842,Lake,Japan,Lake Biwa
西内沼,35.4647859,136.0718753,Water,Japan,Lake Biwa
貫川内湖,35.4293198,136.0396199,Water,Japan,Lake Biwa
貫川内湖,35.431676,136.038594,Water,Japan,Lake Biwa
乙女が池,35.2902787,136.0147447,Water,Japan,Lake Biwa
南浦内湖,35.4116884,136.20971,Water,Japan,Lake Biwa
石田溜,35.3848004,136.3312753,Reservoir,Japan,Lake Biwa
堀部溜,35.3945481,136.3296455,Reservoir,Japan,Lake Biwa
常喜溜,35.3745201,136.3122552,Reservoir,Japan,Lake Biwa
神上沼,35.2290132,136.1592768,Water,Japan,Lake Biwa
古矢場沼,35.2274229,136.1602487,Water,Japan,Lake Biwa
蓮池,35.3204346,136.2702824,Water,Japan,Lake Biwa
高宮池,35.2221463,136.2849111,Water,Japan,Lake Biwa
松ノ木内湖,35.3128671,136.0512752,Water,Japan,Lake Biwa
柿内溜,35.1914986,136.2826334,Water,Japan,Lake Biwa
海東溜,35.192571,136.2844832,Reservoir,Japan,Lake Biwa
若宮溜,35.1895801,136.2786989,Reservoir,Japan,Lake Biwa
調整池,35.2012218,136.2823793,Reservoir,Japan,Lake Biwa
西蓮溜,35.1947654,136.2881109,Water,Japan,Lake Biwa
石橋溜,35.1954489,136.2929234,Water,Japan,Lake Biwa
北沢沼,35.1408049,136.0613937,Water,Japan,Lake Biwa
大門池,35.2123019,136.283477,Reservoir,Japan,Lake Biwa
金吹池,35.3962988,135.982286,Water,Japan,Lake Biwa
神宮寺蓮池,35.5046806,136.2028527,Water,Japan,Lake Biwa
尼子水辺公園,35.2146406,136.2540543,Water,Japan,Lake Biwa
水行場,35.3583808,136.0433168,Reservoir,Japan,Lake Biwa
エカイ沼,35.3212917,136.0587805,Water,Japan,Lake Biwa
五反田沼,35.3187369,136.0454851,Water,Japan,Lake Biwa
細江内湖,35.3877857,136.2424857,Water,Japan,Lake Biwa
本庄溜,35.3724929,136.3139126,Water,Japan,Lake Biwa
佐賀溜,35.3255643,135.9946307,Water,Japan,Lake Biwa
上寺池,35.3310962,135.9862367,Water,Japan,Lake Biwa
放生池,35.3827357,136.2751384,Water,Japan,Lake Biwa
琵琶湖,35.2486702,136.0688999,Lake,Japan,Lake Biwa
三島池,35.3745884,136.3581623,Reservoir,Japan,Lake Biwa
西の湖,35.1591581,136.113996,Water,Japan,Lake Biwa
浜分沼,35.4212408,136.0447584,Water,Japan,Lake Biwa
彦根城堀,35.2761654,136.2518939,Water,Japan,Lake Biwa
曽根沼,35.2410748,136.1946932,Water,Japan,Lake Biwa
野田沼,35.2486349,136.208013,Water,Japan,Lake Biwa
野田沼,35.4505426,136.1974411,Water,Japan,Lake Biwa
北之庄沢,35.1488997,136.0988423,Water,Japan,Lake Biwa
陽明池,35.3249782,136.0313001,Water,Japan,Lake Biwa
淡海湖,35.4504852,135.9840157,Reservoir,Japan,Lake Biwa
平池,35.4568302,135.9929298,Water,Japan,Lake Biwa
早崎内湖ビオトープ,35.4207901,136.2011481,Water,Japan,Lake Biwa
菅沼,35.3496396,136.0669441,Water,Japan,Lake Biwa
伊庭内湖,35.1829378,136.1412992,Water,Japan,Lake Biwa
虹の湖,40.5745211,140.686599,Reservoir,Japan,Lake Towada
蔦沼,40.6008407,140.9498915,Lake,Japan,Lake Towada
地獄沼,40.6474199,140.8544038,Lake,Japan,Lake Towada
砂子沢ダム,40.3707232,140.7752044,Reservoir,Japan,Lake Towada
浅瀬石川,40.6030647,140.6838005,Water,Japan,Lake Towada
浅瀬石川,40.6022775,140.6847353,Water,Japan,Lake Towada
浅瀬石川,40.6013631,140.6859829,Water,Japan,Lake Towada
浅瀬石川,40.5999468,140.6873863,Water,Japan,Lake Towada
浅瀬石川,40.5988399,140.688372,Water,Japan,Lake Towada
浅瀬石川,40.5982544,140.689233,Water,Japan,Lake Towada
面影湖,40.4448028,140.6972392,Reservoir,Japan,Lake Towada
華の湖,40.5918629,140.7347271,Reservoir,Japan,Lake Towada
釣り堀,40.3654629,140.8624959,Water,Japan,Lake Towada
黄瀬沼,40.5921056,140.8756672,Water,Japan,Lake Towada
赤沼,40.6094708,140.9308442,Water,Japan,Lake Towada
睡蓮沼,40.6325273,140.8890354,Water,Japan,Lake Towada
横沼,40.6303329,140.8409446,Water,Japan,Lake Towada
グダリ沼,40.6703205,140.9549976,Water,Japan,Lake Towada
鉱滓ダム,40.2686794,140.9408006,Water,Japan,Lake Towada
鉱滓ダム,40.3545823,140.7645671,Water,Japan,Lake Towada
鉱滓ダム,40.3556901,140.7554422,Water,Japan,Lake Towada
十和田湖,40.4586488,140.8863267,Lake,Japan,Lake Towada
米代川,40.191277,140.4637841,Water,Japan,Lake Towada
氷ヶ池,35.0868974,139.0297786,Water,Japan,Lake Ashi
精進池,35.2142364,139.0354936,Water,Japan,Lake Ashi
東山湖,35.29114,138.9567477,Lake,Japan,Lake Ashi
堤ヶ池,35.0854846,138.9593973,Reservoir,Japan,Lake Ashi
城池,35.0538342,138.9573598,Reservoir,Japan,Lake Ashi
門池,35.1288533,138.8818903,Water,Japan,Lake Ashi
お玉ヶ池,35.2061108,139.0414801,Water,Japan,Lake Ashi
丸池,35.1119255,138.9060764,Water,Japan,Lake Ashi
須津湖,35.1608815,138.736667,Reservoir,Japan,Lake Ashi
平成の名水百選 清左衛門地獄池,35.3113099,139.1024877,Water,Japan,Lake Ashi
ひょうたん池,35.3282604,139.1419809,Water,Japan,Lake Ashi
あやめヶ池,35.1224778,138.9111971,Water,Japan,Lake Ashi
大沢池,35.0755291,139.0189308,Water,Japan,Lake Ashi
ひょうたん池,35.3725034,138.9078355,Water,Japan,Lake Ashi
又沢川調節池,35.2672958,138.8416247,Water,Japan,Lake Ashi
石脇配水場,35.1958093,138.9117893,Reservoir,Japan,Lake Ashi
金沢堤,35.2148807,138.9038392,Water,Japan,Lake Ashi
阿字ヶ池,35.2216067,139.0430784,Water,Japan,Lake Ashi
山縣水道水源池,35.2514308,139.1288601,Reservoir,Japan,Lake Ashi
自鑑水,35.178349,139.0972712,Water,Japan,Lake Ashi
天池,35.0881737,138.9416039,Water,Japan,Lake Ashi
すずめヶ池,35.1227054,138.9104532,Water,Japan,Lake Ashi
みどりヶ池,35.1224731,138.9108725,Water,Japan,Lake Ashi
小浜池,35.1226348,138.9121061,Water,Japan,Lake Ashi
せりの瀬,35.122274,138.9120062,Water,Japan,Lake Ashi
中の瀬,35.1223463,138.9123489,Water,Japan,Lake Ashi
はやの瀬,35.1223369,138.9125412,Water,Japan,Lake Ashi
お茶水,35.1224491,138.9128605,Water,Japan,Lake Ashi
深池,35.1234325,138.9121811,Water,Japan,Lake Ashi
丹沢湖,35.4195331,139.0420854,Reservoir,Japan,Lake Ashi
中郷温水池,35.108635,138.9169668,Water,Japan,Lake Ashi
芦ノ湖,35.214487,139.0071368,Lake,Japan,Lake Ashi
神池,35.1207237,138.9190787,Water,Japan,Lake Ashi
つぶ沼,39.9052791,140.5363718,Lake,Japan,Lake Tazawa
秋扇湖,39.8003499,140.6631931,Reservoir,Japan,Lake Tazawa
白沼,39.8196463,140.8561361,Water,Japan,Lake Tazawa
平ヶ倉沼,39.8094859,140.8855338,Water,Japan,Lake Tazawa
三ツ沼,39.8582102,140.8903374,Water,Japan,Lake Tazawa
三ツ石湿原,39.846996,140.9031321,Water,Japan,Lake Tazawa
阿弥陀池,39.7585055,140.8005323,Water,Japan,Lake Tazawa
田沢湖町高区貯水池,39.706386,140.738943,Reservoir,Japan,Lake Tazawa
大沼,39.6367976,140.6106282,Water,Japan,Lake Tazawa
湧水,39.6130026,140.6366006,Water,Japan,Lake Tazawa
湧水,39.6115573,140.6351239,Water,Japan,Lake Tazawa
プール,39.6216944,140.5998176,Water,Japan,Lake Tazawa
プール,39.6215195,140.5998507,Water,Japan,Lake Tazawa
埋め忘れ,39.6117148,140.636207,Water,Japan,Lake Tazawa
姿見ノ池,39.7397066,140.7855573,Water,Japan,Lake Tazawa
美山湖,39.6938542,140.4484184,Reservoir,Japan,Lake Tazawa
大谷地沼,39.7926771,140.8168128,Water,Japan,Lake Tazawa
ヒヤ潟,39.7130051,140.7942242,Water,Japan,Lake Tazawa
ベコ沼,39.8455713,140.5560142,Water,Japan,Lake Tazawa
姫潟,39.8516843,140.7923796,Water,Japan,Lake Tazawa
潟頭の霊泉,39.7513603,140.6491659,Water,Japan,Lake Tazawa
垂天池沼,39.8361419,140.5164113,Water,Japan,Lake Tazawa
ザッコ沼,39.849564,140.7512891,Water,Japan,Lake Tazawa
フナ沼,39.8466356,140.7526135,Water,Japan,Lake Tazawa
小沼,39.5686783,140.6274174,Water,Japan,Lake Tazawa
宝仙湖,39.8577485,140.6626142,Reservoir,Japan,Lake Tazawa
田沢湖,39.7248146,140.6640221,Lake,Japan,Lake Tazawa
奥山溜池,39.6308535,140.4411501,Reservoir,Japan,Lake Tazawa
បឹង​ទន្លេសាប,12.8865057,104.0821874,Lake,Cambodia,Tonle Sap
Infinity Pond of Positivism,14.1275234,120.8962631,Water,Philippines,Taal Lake
Soro-soro Ibaba RWSA,13.8128892,121.0849438,Reservoir,Philippines,Taal Lake
Lipa Water District,14.005882,121.156178,Water,Philippines,Taal Lake
San Rafael Water Tank,13.928823,120.7927174,Reservoir,Philippines,Taal Lake
Lagoon,14.0388443,120.8653588,Water,Philippines,Taal Lake
